;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;-8.09%;-24.00%;-10.74%;0.12%;-15.19%;-54.17%;-9.09%;-140.52%
2001;-0.00%;9.67%;-16.41%;-53.09%;-41.86%;-8.00%;13.04%;-8.97%;9.86%;26.92%;-15.15%;9.52%;21.99%
2002;-17.39%;-13.16%;6.06%;-22.86%;20.37%;-9.23%;-15.25%;2.00%;-11.76%;-0.00%;0.00%;-8.89%;-13.81%
2003;-14.63%;-11.43%;-3.23%;-16.67%;72.00%;51.16%;0.00%;4.62%;16.18%;-0.00%;-3.80%;-1.32%;89.88%
2004;-0.00%;-9.33%;16.18%;-11.39%;-4.29%;-17.91%;-3.64%;66.04%;50.00%;28.79%;-4.12%;0.61%;104.15%
2005;-4.27%;42.68%;15.18%;-10.85%;-4.35%;-18.18%;-9.44%;-19.63%;34.35%;12.50%;10.10%;7.80%;50.61%
2006;38.72%;-2.76%;-0.95%;8.92%;-23.98%;1.54%;18.18%;-4.81%;4.04%;-11.00%;1.82%;-4.29%;22.26%
2007;14.18%;-6.86%;-1.75%;33.93%;15.20%;25.69%;16.21%;3.01%;23.54%;17.68%;-8.68%;2.55%;135.52%
2008;-34.46%;3.10%;-7.69%;-0.54%;40.26%;-20.13%;-5.04%;2.57%;-33.39%;-37.84%;-6.85%;3.46%;-106.27%
2009;-17.15%;-2.02%;-5.15%;41.85%;11.88%;11.30%;6.46%;2.89%;9.55%;35.90%;0.38%;0.56%;92.19%
2010;-8.22%;-10.39%;-9.32%;-9.93%;-15.04%;-2.62%;4.04%;8.41%;4.48%;8.57%;-1.58%;2.14%;-26.51%
2011;2.36%;-3.07%;-11.61%;3.58%;-5.19%;11.85%;-22.01%;6.27%;-13.11%;1.89%;-7.24%;5.20%;-29.02%
2012;9.13%;2.79%;-3.39%;-11.23%;-11.46%;-20.09%;-4.47%;-13.45%;13.51%;16.07%;-8.72%;6.74%;-20.20%
2013;-0.00%;24.74%;-7.17%;-11.82%;-11.34%;-14.53%;-12.24%;12.40%;-8.97%;26.52%;8.98%;-9.34%;-4.16%
2014;-12.73%;0.69%;-1.38%;-4.20%;8.03%;-6.08%;10.79%;7.14%;7.27%;-8.47%;8.02%;2.29%;14.55%
2015;-17.32%;-12.16%;-1.86%;-16.26%;-28.05%;-11.27%;9.37%;-15.82%;-15.69%;33.54%;32.01%;50.81%;-3.03%
2016;-8.62%;-4.46%;-17.27%;4.58%;-23.63%;-14.13%;-47.98%;-30.45%;37.34%;39.69%;-17.23%;15.95%;-66.85%
2017;-4.43%;7.32%;25.68%;45.57%;24.22%;-2.10%;3.17%;-10.89%;-26.89%;20.06%;44.05%;-8.70%;102.10%
2018;-5.68%;0.51%;-3.65%;-5.16%;-5.56%;-21.41%;6.59%;10.11%;1.79%;1.63%;19.11%;-38.61%;-33.62%
2019;-37.27%;-13.98%;-6.88%;-2.68%;-13.79%;6.00%;19.62%;-3.47%;-1.96%;-14.33%;-3.89%;31.58%;-27.48%
2020;9.54%;-13.20%;-31.39%;28.77%;-15.02%;62.93%;71.96%;-10.62%;-22.55%;-10.00%;20.99%;33.06%;115.29%
2021;-12.88%;-9.33%;27.18%;52.06%;-19.78%;-16.77%;-18.50%;15.31%;6.88%;-5.54%;-23.14%;44.33%;31.44%
2022;-9.29%;4.88%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.75%
