;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-8.75%;10.96%;-12.35%;-4.23%;2.94%;1.43%;-11.27%;-4.76%;1.67%;4.92%;-21.88%;20.00%;-11.42%
2001;18.33%;-9.86%;-15.62%;14.81%;-8.06%;-5.26%;-9.26%;-20.41%;-5.13%;-2.70%;66.67%;11.67%;38.70%
2002;-17.91%;9.09%;-16.67%;-4.00%;10.42%;-15.09%;0.00%;-11.11%;-2.50%;66.67%;21.54%;-11.39%;42.76%
2003;2.86%;18.06%;-1.18%;-4.76%;6.25%;0.00%;29.41%;18.18%;42.31%;-2.70%;2.78%;-1.62%;112.53%
2004;9.89%;7.50%;-5.12%;-1.96%;10.00%;9.09%;8.33%;5.77%;20.00%;-3.03%;-17.19%;-1.89%;41.70%
2005;-23.08%;-20.00%;-1.88%;-10.83%;-13.57%;-15.70%;-23.53%;10.26%;-18.60%;-11.43%;-19.35%;-8.00%;-147.19%
2006;23.91%;-14.04%;-12.24%;-11.63%;-18.42%;-3.23%;-6.67%;3.57%;27.59%;24.32%;58.70%;63.01%;176.40%
2007;1.68%;-13.22%;6.67%;16.96%;-6.11%;2.44%;31.75%;-5.42%;22.93%;18.13%;-25.44%;-16.47%;50.90%
2008;-15.49%;21.67%;0.68%;-11.56%;-8.46%;-9.24%;-13.89%;-8.60%;-18.82%;-42.03%;-12.50%;11.43%;-86.42%
2009;-2.56%;-10.53%;20.59%;4.88%;16.28%;-6.00%;31.91%;-11.29%;12.73%;1.61%;15.87%;-1.37%;80.31%
2010;27.78%;21.74%;-8.04%;-2.91%;-18.00%;-4.88%;7.69%;11.90%;24.47%;-10.26%;-0.95%;-1.92%;57.50%
2011;-8.82%;-15.05%;1.27%;-1.25%;-8.86%;8.33%;7.69%;-3.57%;2.47%;-8.43%;-9.21%;-14.49%;-43.15%
2012;-3.39%;5.26%;-5.00%;-1.75%;-10.71%;0.00%;-4.00%;6.25%;-3.92%;-2.04%;2.08%;-2.04%;-9.22%
2013;-0.00%;-6.25%;-11.11%;-5.00%;-2.63%;-5.41%;-8.57%;18.75%;-7.89%;-8.57%;0.00%;-18.75%;-43.50%
2014;-7.69%;-8.33%;-9.09%;5.00%;-9.52%;36.84%;42.31%;13.51%;-2.38%;-26.83%;16.67%;-2.86%;60.83%
2015;-8.82%;19.35%;-2.70%;8.33%;2.56%;2.50%;-9.76%;-13.51%;18.75%;18.42%;-11.11%;12.50%;49.53%
2016;2.22%;13.04%;1.92%;3.77%;-10.91%;4.08%;7.84%;10.91%;21.31%;-9.46%;0.00%;-5.97%;58.54%
2017;14.29%;-4.17%;-4.35%;-1.52%;-4.62%;-13.71%;2.80%;10.82%;-14.52%;-3.45%;2.19%;7.98%;-2.38%
2018;7.21%;-0.42%;-7.17%;7.18%;9.75%;-9.58%;2.56%;-8.33%;-4.55%;18.76%;1.84%;-1.57%;16.65%
2019;0.00%;-0.00%;4.00%;15.46%;0.00%;-6.53%;128.08%;-6.25%;0.50%;-1.49%;4.04%;13.92%;132.22%
2020;-1.14%;14.91%;-2.53%;0.00%;0.00%;0.00%;-24.83%;-2.70%;2.42%;-14.38%;1.16%;6.96%;-11.10%
2021;1.00%;-4.83%;0.81%;18.50%;15.94%;72.45%;4.67%;4.60%;4.43%;-5.38%;0.00%;0.00%;110.06%
2022;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
