;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-14.61%;5.26%;-15.00%;-23.53%;20.77%;28.66%;-5.94%;4.21%;-9.09%;-10.00%;-7.41%;-1.33%;-17.55%
2001;14.86%;1.41%;-18.79%;1.45%;4.91%;23.14%;30.80%;0.00%;-8.33%;-0.00%;9.55%;16.18%;97.65%
2002;23.21%;2.90%;15.49%;-4.88%;-24.10%;-2.03%;-0.69%;0.69%;20157.76%;-5.53%;-11.71%;12.24%;24159.78%
2003;-16.36%;-10.27%;29.07%;57.67%;7.14%;3.83%;14.50%;41.36%;17.36%;-100.00%;17.62%;42.08%;7662.05%
2004;0.37%;14.75%;-2.60%;-22.67%;-20.00%;21.77%;8.32%;38.56%;12.26%;10.29%;12.76%;13.18%;82.39%
2005;-11.87%;12.83%;-17.34%;-9.26%;-6.53%;-14.85%;16.62%;2.76%;-1.88%;-15.62%;2.84%;-4.76%;-46.30%
2006;-6.76%;7.17%;-11.62%;-7.89%;-3.95%;-5.88%;-14.97%;23.45%;-3.01%;11.97%;4.16%;-4.94%;-12.13%
2007;3.53%;-11.27%;11.53%;14.07%;-5.48%;5.24%;0.06%;4.81%;-4.59%;-5.56%;-3.43%;-8.57%;4.82%
2008;-9.72%;10.31%;8.40%;-3.89%;-7.54%;-3.63%;8.15%;-15.36%;-12.93%;-7.47%;-33.48%;-11.34%;-73.81%
2009;2.88%;-5.78%;-10.59%;28.27%;16.05%;0.28%;15.74%;25.87%;7.65%;3.91%;-1.54%;22.22%;104.55%
2010;-5.82%;-3.62%;2.43%;-3.97%;-14.16%;16.13%;5.43%;17.18%;10.98%;1.51%;4.30%;11.98%;45.29%
2011;2.95%;-3.29%;6.71%;5.82%;11.93%;-9.76%;-17.86%;3.22%;-22.86%;4.94%;-8.56%;-8.51%;-33.60%
2012;22.19%;-0.38%;-7.25%;-3.13%;-16.04%;18.93%;-7.40%;3.31%;11.48%;-5.96%;2.68%;-7.11%;13.51%
2013;17.27%;-2.86%;-5.69%;27.05%;-4.35%;-1.32%;6.61%;0.34%;0.62%;12.00%;4.63%;0.96%;54.37%
2014;-11.52%;-13.08%;10.15%;-11.13%;-4.14%;-3.43%;-0.43%;9.62%;5.33%;11.91%;6.40%;-9.28%;-10.82%
2015;-28.86%;2.81%;-14.06%;20.61%;2.94%;5.01%;-7.93%;12.20%;18.48%;30.65%;20.39%;5.34%;66.08%
2016;-13.11%;6.25%;-8.20%;10.89%;-14.46%;-9.33%;-2.63%;30.04%;4.15%;18.34%;-2.72%;24.55%;41.70%
2017;-4.99%;-0.65%;-1.79%;7.53%;-2.96%;3.23%;9.09%;2.14%;11.34%;23.40%;-13.29%;-2.87%;29.94%
2018;15.26%;-6.01%;3.36%;-4.90%;3.74%;11.81%;7.78%;8.23%;-1.30%;-10.76%;3.89%;-12.55%;20.80%
2019;10.30%;4.09%;-6.43%;0.82%;-10.46%;-18.12%;-2.83%;-17.10%;15.24%;-12.42%;1.05%;6.65%;-28.74%
2020;5.70%;-14.77%;-35.96%;22.76%;31.22%;-16.29%;-1.81%;-6.62%;-2.35%;9.86%;-1.05%;4.29%;15.96%
2021;2.76%;29.07%;26.97%;32.28%;-4.63%;18.93%;-3.02%;14.27%;-10.08%;-8.22%;-8.10%;30.11%;113.92%
2022;-14.68%;10.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.01%
