;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;14.12%;-1.44%;-1.13%;-8.21%;-15.07%;6.73%;-13.11%;8.20%;3.50%;-6.10%;1.00%;-9.31%
2008;35.64%;4.01%;-8.74%;-0.04%;-5.77%;5.71%;2.32%;-1.89%;-29.04%;-27.97%;-13.47%;-20.35%;-48.70%
2009;32.64%;-10.21%;5.41%;20.00%;23.19%;-2.94%;-3.94%;6.69%;-1.83%;4.22%;-2.31%;1.42%;77.00%
2010;5.88%;-6.11%;-3.61%;-3.93%;-6.39%;-4.78%;16.13%;7.07%;4.53%;19.58%;9.77%;13.10%;51.16%
2011;-9.43%;-4.29%;7.53%;-2.02%;0.83%;-1.23%;-9.21%;5.36%;-11.95%;2.19%;-10.49%;-8.67%;-38.08%
2012;20.36%;4.61%;10.91%;-2.27%;-12.51%;3.20%;8.17%;7.68%;0.97%;6.10%;-5.16%;16.33%;56.94%
2013;1.79%;-2.11%;1.97%;-0.53%;1.41%;-10.31%;-4.82%;11.83%;7.01%;8.97%;-3.51%;-5.87%;7.87%
2014;-13.80%;20.65%;3.85%;7.74%;14.07%;4.99%;-5.95%;21.82%;-13.42%;-0.76%;2.56%;-9.37%;29.04%
2015;-6.04%;11.57%;1.84%;-0.96%;-7.04%;5.25%;-9.87%;-8.31%;28.78%;13.34%;8.10%;-4.66%;31.14%
2016;4.39%;2.03%;0.66%;-8.88%;20.32%;-0.82%;-0.52%;-4.50%;16.74%;8.39%;-15.27%;8.61%;29.93%
2017;4.92%;-7.14%;-9.05%;3.01%;1.12%;-4.44%;3.74%;-0.63%;1.95%;3.49%;-7.12%;12.87%;3.86%
2018;-2.33%;-2.65%;-4.47%;-3.14%;3.18%;1.88%;12.08%;-2.82%;-3.32%;5.90%;-6.96%;0.78%;-0.68%
2019;5.77%;-2.39%;-2.34%;4.09%;2.41%;3.02%;1.96%;-11.73%;6.22%;-7.34%;19.02%;15.27%;32.58%
2020;5.69%;5.66%;-44.21%;29.23%;1.73%;9.16%;0.94%;13.09%;-9.89%;-3.35%;26.20%;4.55%;39.84%
2021;8.88%;4.80%;-5.00%;5.09%;10.43%;5.00%;-11.26%;3.00%;8.84%;9.49%;-4.90%;-1.91%;35.94%
2022;6.68%;-0.22%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.73%
