;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;-3.30%;-11.36%;2.00%;18.15%;11.70%;-13.14%;-13.60%;15.48%;-7.69%;7.62%;-6.42%;-0.42%
2008;-11.58%;26.68%;-7.77%;2.97%;8.67%;-19.02%;3.23%;-4.60%;-32.82%;-46.72%;34.67%;-16.49%;-85.31%
2009;-0.51%;16.65%;7.57%;47.86%;15.25%;7.19%;-0.56%;1.12%;-0.11%;2.34%;-7.07%;2.92%;90.19%
2010;-4.03%;-11.78%;-16.11%;1.11%;-4.80%;-1.26%;18.21%;7.99%;16.00%;1.15%;-4.03%;-1.18%;0.15%
2011;0.90%;-14.25%;-12.74%;9.89%;11.28%;-10.67%;-0.15%;-14.80%;-15.35%;13.99%;0.00%;1.18%;-31.33%
2012;-3.86%;2.71%;0.09%;1.09%;-3.24%;2.14%;-12.19%;12.85%;8.36%;8.47%;-0.78%;-0.39%;19.16%
2013;8.70%;0.87%;8.15%;4.52%;6.63%;-7.37%;4.22%;-3.72%;0.28%;-6.46%;-8.09%;8.51%;17.73%
2014;-19.47%;0.95%;10.80%;2.54%;-3.03%;-3.93%;-0.28%;8.01%;-13.36%;-0.80%;5.32%;-6.67%;-20.37%
2015;1.02%;-26.77%;1.66%;7.02%;-16.00%;-15.71%;-10.55%;-6.32%;-6.29%;15.11%;-6.46%;-0.45%;-60.64%
2016;-2.91%;-1.15%;21.21%;7.56%;12.15%;16.67%;3.71%;-25.62%;8.33%;-11.11%;2.50%;2.25%;34.99%
2017;27.52%;-7.48%;-7.15%;-1.68%;-12.27%;10.68%;-3.68%;-10.75%;22.24%;-6.01%;-4.26%;14.10%;22.54%
2018;-1.46%;-3.47%;5.81%;-8.89%;-20.21%;-22.22%;-6.00%;5.17%;-0.00%;30.35%;19.73%;1.85%;2.14%
2019;9.09%;-2.50%;-5.98%;3.64%;-8.77%;33.85%;14.94%;34.63%;-7.80%;24.87%;4.60%;21.51%;118.13%
2020;-10.28%;-8.98%;-45.61%;0.13%;6.14%;31.90%;10.61%;-6.00%;-1.86%;-2.00%;11.22%;6.79%;-3.14%
2021;-7.65%;-16.28%;-8.89%;18.30%;15.07%;7.62%;3.33%;-2.02%;1.65%;-8.91%;-10.67%;1.49%;-4.80%
2022;-8.53%;-1.39%;-5.43%;-5.75%;-4.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-23.50%
