;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-3.51%;-9.09%;0.00%;0.00%;-5.00%;0.00%;0.00%;18.95%;4.43%;0.00%;0.00%;0.00%;7.53%
2001;0.00%;0.00%;18.64%;13.57%;-4.40%;0.00%;0.00%;18.42%;-5.56%;0.00%;14.71%;0.00%;55.38%
2002;0.00%;0.00%;0.00%;12.82%;-4.55%;-4.76%;0.00%;-2.50%;0.00%;1.54%;19.19%;0.00%;21.49%
2003;11.44%;0.00%;0.00%;2.66%;9.26%;0.00%;0.00%;0.00%;32.20%;0.00%;0.00%;28.20%;81.85%
2004;4.20%;0.00%;-0.77%;0.00%;0.00%;31.53%;0.15%;0.00%;1.32%;10.14%;0.66%;0.00%;47.25%
2005;0.00%;1.96%;0.00%;0.00%;0.00%;-3.85%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.27%
2006;0.00%;0.00%;8.67%;0.12%;-1.96%;0.00%;25.00%;-9.90%;-0.11%;22.22%;5.45%;12.07%;60.42%
2007;38.46%;-5.56%;5.88%;-2.78%;0.00%;3.43%;14.25%;0.63%;6.20%;15.02%;-5.07%;4.43%;76.68%
2008;-16.07%;8.18%;-13.85%;1.99%;6.55%;-5.49%;-9.79%;-0.56%;-20.52%;-13.32%;-6.50%;9.07%;-53.07%
2009;-6.80%;1.84%;-0.03%;20.12%;13.90%;-13.39%;10.30%;3.31%;8.49%;3.08%;2.30%;3.17%;48.23%
2010;-1.63%;-2.16%;7.85%;-6.58%;-4.23%;-1.48%;9.89%;-6.80%;9.12%;18.76%;2.73%;-3.20%;22.75%
2011;-8.90%;1.75%;4.84%;-5.97%;-8.63%;-0.67%;-4.57%;1.83%;9.14%;3.10%;-7.16%;5.39%;-7.10%
2012;3.73%;-1.23%;4.01%;1.72%;3.28%;-5.98%;-4.50%;8.59%;17.85%;-1.23%;16.80%;-0.70%;41.90%
2013;-6.44%;5.75%;-1.45%;0.65%;8.01%;-0.35%;0.13%;-0.00%;-3.30%;7.78%;8.25%;-0.81%;19.65%
2014;-12.07%;12.66%;3.90%;10.36%;-3.34%;9.04%;-3.31%;2.76%;2.48%;2.31%;4.24%;0.36%;28.68%
2015;5.18%;-4.06%;4.27%;0.88%;6.61%;11.46%;-1.15%;-10.48%;-7.46%;-6.80%;5.56%;-1.27%;4.09%
2016;3.41%;-14.20%;6.92%;8.04%;-5.20%;-4.05%;11.14%;8.51%;7.19%;-0.34%;-11.53%;0.09%;11.42%
2017;2.65%;6.73%;3.26%;1.72%;7.34%;-6.84%;7.67%;8.03%;4.59%;-0.29%;7.52%;5.63%;49.41%
2018;-1.70%;-1.22%;-2.85%;2.23%;-3.37%;-5.41%;14.69%;3.40%;3.40%;-8.86%;-1.00%;-1.28%;0.09%
2019;7.41%;-1.80%;-2.03%;3.22%;2.53%;12.13%;12.17%;-5.54%;7.87%;5.24%;19.29%;14.07%;72.96%
2020;13.70%;9.86%;-22.13%;18.98%;4.73%;21.08%;33.33%;-4.05%;1.73%;15.42%;-2.98%;3.00%;95.76%
2021;10.63%;-6.85%;-4.00%;-6.09%;-2.46%;-1.29%;6.00%;0.02%;11.50%;-6.64%;-12.89%;2.42%;-6.87%
2022;-4.12%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.40%
