;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.82%;6.30%;4.98%
2008;-16.38%;16.96%;7.14%;-17.50%;-0.00%;-5.66%;-25.37%;-15.49%;-40.58%;-17.14%;0.00%;-4.48%;-123.06%
2009;-13.36%;22.50%;2.04%;39.67%;20.76%;22.33%;32.31%;17.83%;4.25%;9.34%;9.09%;4.75%;160.74%
2010;8.11%;-8.02%;-1.32%;0.79%;-0.83%;8.74%;8.19%;18.21%;12.39%;3.76%;5.39%;3.20%;58.27%
2011;-7.10%;-2.56%;2.05%;10.33%;6.14%;0.59%;-7.69%;2.89%;-13.29%;23.63%;-6.89%;-1.19%;7.75%
2012;12.56%;12.66%;5.22%;5.95%;-13.57%;5.03%;6.31%;19.56%;-0.28%;5.53%;0.44%;9.13%;68.48%
2013;-7.57%;0.00%;16.38%;-3.25%;-0.70%;-12.46%;-1.62%;-1.18%;11.31%;-4.49%;-3.92%;-9.09%;-15.61%
2014;-10.26%;-1.71%;15.26%;-2.80%;-8.82%;-2.31%;-17.73%;7.18%;-10.89%;13.91%;-7.59%;-15.18%;-40.40%
2015;-17.68%;2.05%;-0.50%;-18.04%;-27.67%;-12.61%;8.46%;-8.26%;-4.00%;6.25%;-12.25%;-12.29%;-97.36%
2016;-4.46%;6.00%;-3.14%;-1.95%;-6.58%;2.22%;69.57%;-7.26%;-2.78%;-0.98%;-18.72%;-6.67%;23.05%
2017;61.69%;23.69%;-21.10%;4.12%;-15.02%;-5.58%;10.34%;1.79%;8.77%;-13.40%;-3.40%;-1.51%;44.86%
2018;1.02%;-18.18%;-7.41%;-3.33%;-26.21%;-14.02%;14.13%;-5.71%;3.03%;63.73%;-19.16%;11.85%;-11.20%
2019;9.93%;-15.06%;-5.67%;-4.51%;-0.00%;15.75%;51.02%;30.63%;-5.86%;19.78%;11.93%;24.32%;125.67%
2020;-5.27%;-21.11%;-44.71%;-1.06%;-2.15%;62.09%;1.02%;-19.60%;-13.86%;-13.28%;22.46%;11.59%;-11.98%
2021;-17.33%;-20.18%;7.81%;-3.45%;5.96%;-4.75%;-7.95%;-4.12%;-22.31%;-17.30%;-10.04%;8.84%;-81.76%
2022;-8.12%;-18.84%;11.75%;4.62%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-10.29%
